ΠΡΑΞΕΙΣ ΑΠΟΣΤΟΛΩΝ 
Ac 1:1	Τὸν μὲν πρῶτον λόγον ἐποιησάμην περὶ πάντων, ὦ Θεόφιλε, ὧν ἤρξατο ⸀ὁ Ἰησοῦς ποιεῖν τε καὶ διδάσκειν 
Ac 16:38	⸀ἀπήγγειλαν δὲ τοῖς στρατηγοῖς οἱ ῥαβδοῦχοι τὰ ῥήματα ταῦτα· ⸂ἐφοβήθησαν δὲ⸃ ἀκούσαντες ὅτι Ῥωμαῖοί εἰσιν, 
Ac 16:39	καὶ ἐλθόντες παρεκάλεσαν αὐτούς, καὶ ἐξαγαγόντες ἠρώτων ⸂ἀπελθεῖν ἀπὸ⸃ τῆς πόλεως. 
Ac 16:40	ἐξελθόντες δὲ ⸀ἀπὸ τῆς φυλακῆς εἰσῆλθον πρὸς τὴν Λυδίαν, καὶ ἰδόντες ⸂παρεκάλεσαν τοὺς ἀδελφοὺς⸃ καὶ ἐξῆλθαν. 
Ac 17:1	Διοδεύσαντες δὲ τὴν Ἀμφίπολιν καὶ ⸀τὴν Ἀπολλωνίαν ἦλθον εἰς Θεσσαλονίκην, ὅπου ⸀ἦν συναγωγὴ τῶν Ἰουδαίων. 
Ac 17:2	κατὰ δὲ τὸ εἰωθὸς τῷ Παύλῳ εἰσῆλθεν πρὸς αὐτοὺς καὶ ἐπὶ σάββατα τρία διελέξατο αὐτοῖς ἀπὸ τῶν γραφῶν, 
Ac 17:3	διανοίγων καὶ παρατιθέμενος ὅτι τὸν χριστὸν ἔδει παθεῖν καὶ ἀναστῆναι ἐκ νεκρῶν, καὶ ὅτι οὗτός ἐστιν ⸂ὁ χριστός, ὁ⸃ Ἰησοῦς ὃν ἐγὼ καταγγέλλω ὑμῖν. 
Ac 17:4	καί τινες ἐξ αὐτῶν ἐπείσθησαν καὶ προσεκληρώθησαν τῷ Παύλῳ καὶ τῷ Σιλᾷ, τῶν τε σεβομένων Ἑλλήνων ⸂πλῆθος πολὺ⸃ γυναικῶν τε τῶν πρώτων οὐκ ὀλίγαι. 
Ac 17:5	⸂ζηλώσαντες δὲ οἱ Ἰουδαῖοι καὶ προσλαβόμενοι⸃ τῶν ἀγοραίων ⸂ἄνδρας τινὰς⸃ πονηροὺς καὶ ὀχλοποιήσαντες ἐθορύβουν τὴν πόλιν, ⸂καὶ ἐπιστάντες⸃ τῇ οἰκίᾳ Ἰάσονος ἐζήτουν αὐτοὺς ⸀προαγαγεῖν εἰς τὸν δῆμον· 
Ac 17:6	μὴ εὑρόντες δὲ αὐτοὺς ⸀ἔσυρον Ἰάσονα καί τινας ἀδελφοὺς ἐπὶ τοὺς πολιτάρχας, βοῶντες ὅτι Οἱ τὴν οἰκουμένην ἀναστατώσαντες οὗτοι καὶ ἐνθάδε πάρεισιν, 
Ac 17:7	οὓς ὑποδέδεκται Ἰάσων· καὶ οὗτοι πάντες ἀπέναντι τῶν δογμάτων Καίσαρος πράσσουσι, βασιλέα ⸂ἕτερον λέγοντες⸃ εἶναι Ἰησοῦν. 
Ac 17:8	ἐτάραξαν δὲ τὸν ὄχλον καὶ τοὺς πολιτάρχας ἀκούοντας ταῦτα, 
Ac 17:9	καὶ λαβόντες τὸ ἱκανὸν παρὰ τοῦ Ἰάσονος καὶ τῶν λοιπῶν ἀπέλυσαν αὐτούς. 
Ac 17:10	Οἱ δὲ ἀδελφοὶ εὐθέως ⸀διὰ νυκτὸς ἐξέπεμψαν τόν τε Παῦλον καὶ τὸν Σιλᾶν εἰς Βέροιαν, οἵτινες παραγενόμενοι εἰς τὴν συναγωγὴν ⸂τῶν Ἰουδαίων ἀπῄεσαν⸃· 
Ac 17:11	οὗτοι δὲ ἦσαν εὐγενέστεροι τῶν ἐν Θεσσαλονίκῃ, οἵτινες ἐδέξαντο τὸν λόγον μετὰ πάσης προθυμίας, ⸀τὸ καθ’ ἡμέραν ἀνακρίνοντες τὰς γραφὰς εἰ ἔχοι ταῦτα οὕτως. 
Ac 17:12	πολλοὶ μὲν οὖν ἐξ αὐτῶν ἐπίστευσαν, καὶ τῶν Ἑλληνίδων γυναικῶν τῶν εὐσχημόνων καὶ ἀνδρῶν οὐκ ὀλίγοι. 
Ac 17:13	ὡς δὲ ἔγνωσαν οἱ ἀπὸ τῆς Θεσσαλονίκης Ἰουδαῖοι ὅτι καὶ ἐν τῇ Βεροίᾳ κατηγγέλη ὑπὸ τοῦ Παύλου ὁ λόγος τοῦ θεοῦ, ἦλθον κἀκεῖ σαλεύοντες ⸂καὶ ταράσσοντες⸃ τοὺς ὄχλους. 
Ac 17:14	εὐθέως δὲ τότε τὸν Παῦλον ἐξαπέστειλαν οἱ ἀδελφοὶ πορεύεσθαι ⸀ἕως ἐπὶ τὴν θάλασσαν· ⸂ὑπέμεινάν τε⸃ ὅ τε Σιλᾶς καὶ ὁ Τιμόθεος ἐκεῖ. 
Ac 17:15	οἱ δὲ ⸀καθιστάνοντες τὸν Παῦλον ⸀ἤγαγον ἕως Ἀθηνῶν, καὶ λαβόντες ἐντολὴν πρὸς τὸν Σιλᾶν καὶ ⸀τὸν Τιμόθεον ἵνα ὡς τάχιστα ἔλθωσιν πρὸς αὐτὸν ἐξῄεσαν. 
Ac 17:16	Ἐν δὲ ταῖς Ἀθήναις ἐκδεχομένου αὐτοὺς τοῦ Παύλου, παρωξύνετο τὸ πνεῦμα αὐτοῦ ἐν αὐτῷ ⸀θεωροῦντος κατείδωλον οὖσαν τὴν πόλιν. 
Ac 17:17	διελέγετο μὲν οὖν ἐν τῇ συναγωγῇ τοῖς Ἰουδαίοις καὶ τοῖς σεβομένοις καὶ ἐν τῇ ἀγορᾷ κατὰ πᾶσαν ἡμέραν πρὸς τοὺς παρατυγχάνοντας. 
Ac 17:18	τινὲς δὲ καὶ τῶν Ἐπικουρείων ⸀καὶ Στοϊκῶν φιλοσόφων συνέβαλλον αὐτῷ, καί τινες ἔλεγον· Τί ἂν θέλοι ὁ σπερμολόγος οὗτος λέγειν; οἱ δέ· Ξένων δαιμονίων δοκεῖ καταγγελεὺς εἶναι· ὅτι τὸν Ἰησοῦν καὶ τὴν ἀνάστασιν εὐηγγελίζετο. 
Ac 17:19	ἐπιλαβόμενοί ⸀τε αὐτοῦ ἐπὶ τὸν Ἄρειον Πάγον ἤγαγον, λέγοντες· Δυνάμεθα γνῶναι τίς ἡ καινὴ αὕτη ἡ ὑπὸ σοῦ λαλουμένη διδαχή; 
Ac 17:20	ξενίζοντα γάρ τινα εἰσφέρεις εἰς τὰς ἀκοὰς ἡμῶν· βουλόμεθα οὖν γνῶναι ⸂τίνα θέλει⸃ ταῦτα εἶναι. 
Ac 17:21	Ἀθηναῖοι δὲ πάντες καὶ οἱ ἐπιδημοῦντες ξένοι εἰς οὐδὲν ἕτερον ηὐκαίρουν ἢ λέγειν τι ⸀ἢ ἀκούειν ⸀τι καινότερον. 
Ac 17:22	Σταθεὶς ⸀δὲ Παῦλος ἐν μέσῳ τοῦ Ἀρείου Πάγου ἔφη· Ἄνδρες Ἀθηναῖοι, κατὰ πάντα ὡς δεισιδαιμονεστέρους ὑμᾶς θεωρῶ· 
Ac 17:23	διερχόμενος γὰρ καὶ ἀναθεωρῶν τὰ σεβάσματα ὑμῶν εὗρον καὶ βωμὸν ἐν ᾧ ἐπεγέγραπτο· Ἀγνώστῳ θεῷ. ⸀ὃ οὖν ἀγνοοῦντες εὐσεβεῖτε, ⸀τοῦτο ἐγὼ καταγγέλλω ὑμῖν. 
Ac 17:24	ὁ θεὸς ὁ ποιήσας τὸν κόσμον καὶ πάντα τὰ ἐν αὐτῷ, οὗτος οὐρανοῦ καὶ γῆς ⸂ὑπάρχων κύριος⸃ οὐκ ἐν χειροποιήτοις ναοῖς κατοικεῖ 
Ac 17:25	οὐδὲ ὑπὸ χειρῶν ⸀ἀνθρωπίνων θεραπεύεται προσδεόμενός τινος, αὐτὸς διδοὺς πᾶσι ζωὴν καὶ πνοὴν ⸂καὶ τὰ⸃ πάντα· 
Ac 17:26	ἐποίησέν τε ἐξ ⸀ἑνὸς πᾶν ἔθνος ἀνθρώπων κατοικεῖν ἐπὶ ⸂παντὸς προσώπου⸃ τῆς γῆς, ὁρίσας προστεταγμένους καιροὺς καὶ τὰς ὁροθεσίας τῆς κατοικίας αὐτῶν, 
Ac 17:27	ζητεῖν τὸν ⸀θεὸν εἰ ἄρα γε ψηλαφήσειαν αὐτὸν καὶ εὕροιεν, καί γε οὐ μακρὰν ἀπὸ ἑνὸς ἑκάστου ἡμῶν ὑπάρχοντα. 
Ac 17:28	ἐν αὐτῷ γὰρ ζῶμεν καὶ κινούμεθα καὶ ἐσμέν, ὡς καί τινες τῶν καθ’ ὑμᾶς ποιητῶν εἰρήκασιν· Τοῦ γὰρ καὶ γένος ἐσμέν. 
Ac 17:29	γένος οὖν ὑπάρχοντες τοῦ θεοῦ οὐκ ὀφείλομεν νομίζειν χρυσῷ ἢ ἀργύρῳ ἢ λίθῳ, χαράγματι τέχνης καὶ ἐνθυμήσεως ἀνθρώπου, τὸ θεῖον εἶναι ὅμοιον. 
Ac 17:30	τοὺς μὲν οὖν χρόνους τῆς ἀγνοίας ὑπεριδὼν ὁ θεὸς τὰ νῦν ⸀παραγγέλλει τοῖς ἀνθρώποις ⸀πάντας πανταχοῦ μετανοεῖν, 
Ac 17:31	⸀καθότι ἔστησεν ἡμέραν ἐν ᾗ μέλλει κρίνειν τὴν οἰκουμένην ἐν δικαιοσύνῃ ἐν ἀνδρὶ ᾧ ὥρισεν, πίστιν παρασχὼν πᾶσιν ἀναστήσας αὐτὸν ἐκ νεκρῶν. 
Ac 17:32	Ἀκούσαντες δὲ ἀνάστασιν νεκρῶν οἱ μὲν ἐχλεύαζον οἱ δὲ εἶπαν Ἀκουσόμεθά σου ⸂περὶ τούτου καὶ πάλιν⸃. 
Ac 17:33	⸀οὕτως ὁ Παῦλος ἐξῆλθεν ἐκ μέσου αὐτῶν· 
Ac 17:34	τινὲς δὲ ἄνδρες κολληθέντες αὐτῷ ἐπίστευσαν, ἐν οἷς καὶ Διονύσιος ὁ Ἀρεοπαγίτης καὶ γυνὴ ὀνόματι Δάμαρις καὶ ἕτεροι σὺν αὐτοῖς. 
Ac 18:1	⸀Μετὰ ταῦτα ⸀χωρισθεὶς ἐκ τῶν Ἀθηνῶν ἦλθεν εἰς Κόρινθον. 
Ac 18:2	καὶ εὑρών τινα Ἰουδαῖον ὀνόματι Ἀκύλαν, Ποντικὸν τῷ γένει, προσφάτως ἐληλυθότα ἀπὸ τῆς Ἰταλίας καὶ Πρίσκιλλαν γυναῖκα αὐτοῦ διὰ τὸ ⸀διατεταχέναι Κλαύδιον χωρίζεσθαι πάντας τοὺς Ἰουδαίους ⸀ἀπὸ τῆς Ῥώμης, προσῆλθεν αὐτοῖς, 
Ac 18:3	καὶ διὰ τὸ ὁμότεχνον εἶναι ἔμενεν παρ’ αὐτοῖς καὶ ⸀ἠργάζετο, ἦσαν γὰρ σκηνοποιοὶ ⸂τῇ τέχνῃ⸃. 
Ac 18:4	διελέγετο δὲ ἐν τῇ συναγωγῇ κατὰ πᾶν σάββατον, ἔπειθέν τε Ἰουδαίους καὶ Ἕλληνας. 
Ac 18:5	Ὡς δὲ κατῆλθον ἀπὸ τῆς Μακεδονίας ὅ τε Σιλᾶς καὶ ὁ Τιμόθεος, συνείχετο τῷ ⸀λόγῳ ὁ Παῦλος, διαμαρτυρόμενος τοῖς Ἰουδαίοις ⸀εἶναι τὸν χριστὸν Ἰησοῦν. 
Ac 18:6	ἀντιτασσομένων δὲ αὐτῶν καὶ βλασφημούντων ἐκτιναξάμενος τὰ ἱμάτια εἶπεν πρὸς αὐτούς· Τὸ αἷμα ὑμῶν ἐπὶ τὴν κεφαλὴν ὑμῶν· καθαρὸς ἐγώ· ἀπὸ τοῦ νῦν εἰς τὰ ἔθνη πορεύσομαι. 
Ac 18:7	καὶ μεταβὰς ἐκεῖθεν ⸀εἰσῆλθεν εἰς οἰκίαν τινὸς ὀνόματι ⸀Τιτίου Ἰούστου σεβομένου τὸν θεόν, οὗ ἡ οἰκία ἦν συνομοροῦσα τῇ συναγωγῇ. 
Ac 18:8	Κρίσπος δὲ ὁ ἀρχισυνάγωγος ἐπίστευσεν τῷ κυρίῳ σὺν ὅλῳ τῷ οἴκῳ αὐτοῦ, καὶ πολλοὶ τῶν Κορινθίων ἀκούοντες ἐπίστευον καὶ ἐβαπτίζοντο. 
Ac 18:9	εἶπεν δὲ ὁ κύριος ⸂ἐν νυκτὶ δι’ ὁράματος⸃ τῷ Παύλῳ· Μὴ φοβοῦ, ἀλλὰ λάλει καὶ μὴ σιωπήσῃς, 
Ac 18:10	διότι ἐγώ εἰμι μετὰ σοῦ καὶ οὐδεὶς ἐπιθήσεταί σοι τοῦ κακῶσαί σε, διότι λαός ἐστί μοι πολὺς ἐν τῇ πόλει ταύτῃ. 
Ac 18:11	ἐκάθισεν ⸀δὲ ἐνιαυτὸν καὶ μῆνας ἓξ διδάσκων ἐν αὐτοῖς τὸν λόγον τοῦ θεοῦ. 
Ac 18:12	Γαλλίωνος δὲ ⸂ἀνθυπάτου ὄντος⸃ τῆς Ἀχαΐας κατεπέστησαν ⸂ὁμοθυμαδὸν οἱ Ἰουδαῖοι⸃ τῷ Παύλῳ καὶ ἤγαγον αὐτὸν ἐπὶ τὸ βῆμα, 
Ac 18:13	λέγοντες ὅτι Παρὰ τὸν νόμον ⸂ἀναπείθει οὗτος⸃ τοὺς ἀνθρώπους σέβεσθαι τὸν θεόν. 
Ac 18:14	μέλλοντος δὲ τοῦ Παύλου ἀνοίγειν τὸ στόμα εἶπεν ὁ Γαλλίων πρὸς τοὺς Ἰουδαίους· Εἰ ⸀μὲν ἦν ἀδίκημά τι ἢ ῥᾳδιούργημα πονηρόν, ὦ Ἰουδαῖοι, κατὰ λόγον ἂν ἀνεσχόμην ὑμῶν· 
Ac 18:15	εἰ δὲ ⸀ζητήματά ἐστιν περὶ λόγου καὶ ὀνομάτων καὶ νόμου τοῦ καθ’ ὑμᾶς, ὄψεσθε αὐτοί· ⸀κριτὴς ἐγὼ τούτων οὐ βούλομαι εἶναι. 
Ac 18:16	καὶ ἀπήλασεν αὐτοὺς ἀπὸ τοῦ βήματος. 
Ac 18:17	ἐπιλαβόμενοι δὲ ⸀πάντες Σωσθένην τὸν ἀρχισυνάγωγον ἔτυπτον ἔμπροσθεν τοῦ βήματος· καὶ οὐδὲν τούτων τῷ Γαλλίωνι ⸀ἔμελεν. 
Ac 18:18	Ὁ δὲ Παῦλος ἔτι προσμείνας ἡμέρας ἱκανὰς τοῖς ἀδελφοῖς ἀποταξάμενος ἐξέπλει εἰς τὴν Συρίαν, καὶ σὺν αὐτῷ Πρίσκιλλα καὶ Ἀκύλας, κειράμενος ⸂ἐν Κεγχρεαῖς τὴν κεφαλήν⸃, εἶχεν γὰρ εὐχήν. 
Ac 18:19	⸀κατήντησαν δὲ εἰς Ἔφεσον, κἀκείνους κατέλιπεν αὐτοῦ, αὐτὸς δὲ εἰσελθὼν εἰς τὴν συναγωγὴν ⸀διελέξατο τοῖς Ἰουδαίοις. 
Ac 18:20	ἐρωτώντων δὲ αὐτῶν ἐπὶ πλείονα χρόνον ⸀μεῖναι οὐκ ἐπένευσεν, 
Ac 18:21	⸂ἀλλὰ ἀποταξάμενος καὶ⸃ ⸀εἰπών· ⸀Πάλιν ἀνακάμψω πρὸς ὑμᾶς τοῦ θεοῦ θέλοντος ἀνήχθη ἀπὸ τῆς Ἐφέσου, 
Ac 18:22	καὶ κατελθὼν εἰς Καισάρειαν, ἀναβὰς καὶ ἀσπασάμενος τὴν ἐκκλησίαν, κατέβη εἰς Ἀντιόχειαν, 
Ac 18:23	καὶ ποιήσας χρόνον τινὰ ἐξῆλθεν, διερχόμενος καθεξῆς τὴν Γαλατικὴν χώραν καὶ Φρυγίαν, ⸀στηρίζων πάντας τοὺς μαθητάς. 
Ac 18:24	Ἰουδαῖος δέ τις Ἀπολλῶς ὀνόματι, Ἀλεξανδρεὺς τῷ γένει, ἀνὴρ λόγιος, κατήντησεν εἰς Ἔφεσον, δυνατὸς ὢν ἐν ταῖς γραφαῖς. 
Ac 18:25	οὗτος ἦν κατηχημένος τὴν ὁδὸν τοῦ κυρίου, καὶ ζέων τῷ πνεύματι ἐλάλει καὶ ἐδίδασκεν ἀκριβῶς τὰ περὶ τοῦ ⸀Ἰησοῦ, ἐπιστάμενος μόνον τὸ βάπτισμα Ἰωάννου. 
Ac 18:26	οὗτός τε ἤρξατο παρρησιάζεσθαι ἐν τῇ συναγωγῇ· ἀκούσαντες δὲ αὐτοῦ ⸂Πρίσκιλλα καὶ Ἀκύλας⸃ προσελάβοντο αὐτὸν καὶ ἀκριβέστερον αὐτῷ ἐξέθεντο τὴν ⸂ὁδὸν τοῦ θεοῦ⸃. 
Ac 18:27	βουλομένου δὲ αὐτοῦ διελθεῖν εἰς τὴν Ἀχαΐαν προτρεψάμενοι οἱ ἀδελφοὶ ἔγραψαν τοῖς μαθηταῖς ἀποδέξασθαι αὐτόν· ὃς παραγενόμενος συνεβάλετο πολὺ τοῖς πεπιστευκόσιν διὰ τῆς χάριτος· 
Ac 18:28	εὐτόνως γὰρ τοῖς Ἰουδαίοις διακατηλέγχετο δημοσίᾳ ἐπιδεικνὺς διὰ τῶν γραφῶν εἶναι τὸν χριστὸν Ἰησοῦν. 
Ac 19:1	Ἐγένετο δὲ ἐν τῷ τὸν Ἀπολλῶ εἶναι ἐν Κορίνθῳ Παῦλον διελθόντα τὰ ἀνωτερικὰ μέρη ⸀ἐλθεῖν εἰς Ἔφεσον καὶ ⸀εὑρεῖν τινας μαθητάς, 
Ac 19:2	εἶπέν ⸀τε πρὸς αὐτούς· Εἰ πνεῦμα ἅγιον ἐλάβετε πιστεύσαντες; οἱ ⸀δὲ πρὸς αὐτόν· Ἀλλ’ οὐδ’ εἰ πνεῦμα ἅγιον ἔστιν ἠκούσαμεν. 
Ac 19:3	εἶπέν ⸀τε· Εἰς τί οὖν ἐβαπτίσθητε; οἱ δὲ εἶπαν· Εἰς τὸ Ἰωάννου βάπτισμα. 
Ac 19:4	εἶπεν δὲ Παῦλος· ⸀Ἰωάννης ἐβάπτισεν βάπτισμα μετανοίας, τῷ λαῷ λέγων εἰς τὸν ἐρχόμενον μετ’ αὐτὸν ἵνα πιστεύσωσιν, τοῦτ’ ἔστιν εἰς ⸀τὸν Ἰησοῦν. 
Ac 19:5	ἀκούσαντες δὲ ἐβαπτίσθησαν εἰς τὸ ὄνομα τοῦ κυρίου Ἰησοῦ· 
Ac 19:6	καὶ ἐπιθέντος αὐτοῖς τοῦ ⸀Παύλου χεῖρας ἦλθε τὸ πνεῦμα τὸ ἅγιον ἐπ’ αὐτούς, ἐλάλουν τε γλώσσαις καὶ ἐπροφήτευον. 
Ac 19:7	ἦσαν δὲ οἱ πάντες ἄνδρες ὡσεὶ ⸀δώδεκα. 
Ac 19:8	Εἰσελθὼν δὲ εἰς τὴν συναγωγὴν ἐπαρρησιάζετο ἐπὶ μῆνας τρεῖς διαλεγόμενος καὶ ⸀πείθων περὶ τῆς βασιλείας τοῦ θεοῦ. 
Ac 19:9	ὡς δέ τινες ἐσκληρύνοντο καὶ ἠπείθουν κακολογοῦντες τὴν ὁδὸν ἐνώπιον τοῦ πλήθους, ἀποστὰς ἀπ’ αὐτῶν ἀφώρισεν τοὺς μαθητάς, καθ’ ἡμέραν διαλεγόμενος ἐν τῇ σχολῇ ⸀Τυράννου. 
Ac 19:10	τοῦτο δὲ ἐγένετο ἐπὶ ἔτη δύο, ὥστε πάντας τοὺς κατοικοῦντας τὴν Ἀσίαν ἀκοῦσαι τὸν λόγον τοῦ ⸀κυρίου, Ἰουδαίους τε καὶ Ἕλληνας. 
